heap_sort,100,1.73e-05
heap_sort,100,1.68e-05
heap_sort,200,3.74e-05
heap_sort,200,3.69e-05
heap_sort,300,0.000111
heap_sort,300,5.99e-05
heap_sort,400,0.0001811
heap_sort,400,8.23e-05
heap_sort,500,0.0002058
heap_sort,500,0.0001077
heap_sort,600,0.000235
heap_sort,600,0.0001323
heap_sort,700,0.0002263
heap_sort,700,0.0001583
heap_sort,800,0.0002526
heap_sort,800,0.0002123
heap_sort,900,0.0002647
heap_sort,900,0.0002126
heap_sort,1000,0.00028
heap_sort,1000,0.0002396
heap_sort,1100,0.0003076
heap_sort,1100,0.0002668
heap_sort,1200,0.0003346
heap_sort,1200,0.000295
heap_sort,1300,0.0004145
heap_sort,1300,0.0003263
heap_sort,1400,0.0003666
heap_sort,1400,0.0003643
heap_sort,1500,0.000393399
heap_sort,1500,0.0003956
heap_sort,1600,0.0004238
heap_sort,1600,0.0004246
heap_sort,1700,0.0004556
heap_sort,1700,0.0004643
heap_sort,1800,0.0004865
heap_sort,1800,0.0004816
heap_sort,1900,0.0005194
heap_sort,1900,0.0005196
heap_sort,2000,0.0005542
heap_sort,2000,0.0005301
heap_sort,2100,0.000574599
heap_sort,2100,0.0005585
heap_sort,2200,0.0006054
heap_sort,2200,0.0005899
heap_sort,2300,0.0006406
heap_sort,2300,0.000638
heap_sort,2400,0.0006574
heap_sort,2400,0.0006528
heap_sort,2500,0.000855
heap_sort,2500,0.0006837
heap_sort,2600,0.0007319
heap_sort,2600,0.0007267
heap_sort,2700,0.0008144
heap_sort,2700,0.0007462
heap_sort,2800,0.0007957
heap_sort,2800,0.0008174
heap_sort,2900,0.0008608
heap_sort,2900,0.0008083
heap_sort,3000,0.0008404
heap_sort,3000,0.0008387
heap_sort,3100,0.0008734
heap_sort,3100,0.0011311
heap_sort,3200,0.0009178
heap_sort,3200,0.0009021
heap_sort,3300,0.0009402
heap_sort,3300,0.0009359
heap_sort,3400,0.0009697
heap_sort,3400,0.0009701
heap_sort,3500,0.0010177
heap_sort,3500,0.0010006
heap_sort,3600,0.0010369
heap_sort,3600,0.0010332
heap_sort,3700,0.0010785
heap_sort,3700,0.0010763
heap_sort,3800,0.0010993
heap_sort,3800,0.0011081
heap_sort,3900,0.0011311
heap_sort,3900,0.0011294
